App;Spend in USD;3D ROAS;7D ROAS;14D ROAS;30D ROAS;90D ROAS;Impressions;Clicks;Installs;CTR;Install Rate;eCPC;eCPM;1D Retention;3D Retention;7D Retention;3D Total Revenue;7D Total Revenue;14D Total Revenue;30D Total Revenue;90D Total Revenue
smash car 3d;1.04;0;0;0;0;0;44;25;3;56.82;12;0.04;23.64;100;0;0;0;0;0;0;0
Smurfs 2;1.04;0;0;0;0;0;695;16;3;2.3;18.75;0.07;1.5;0;0;0;0;0;0;0;0
geometry race;1.03;0;0;0;0;0;27;8;2;29.63;25;0.13;38.15;0;0;100;0;0;0;0;0
3d extreme;1.03;0;0;0;0;0;65;8;2;12.31;25;0.13;15.85;100;0;0;0;0;0;0;0
The Trail iOS;1.03;352.43;397.28;461.36;461.36;461.36;268;18;3;6.72;16.67;0.06;3.84;0;100;0;3.63;4.09;4.75;4.75;4.75
reactor;1.03;0;3.2;3.2;3.2;3.2;347;2;2;0.58;100;0.52;2.97;0;0;0;0;0.03;0.03;0.03;0.03
sweetbakery;1.03;0;16.02;16.02;16.02;16.02;887;184;5;20.74;2.72;0.01;1.16;0;0;0;0;0.17;0.17;0.17;0.17
my free little pony;1.02;0;0;0;0;0;2;1;1;50;100;1.02;510;100;0;0;0;0;0;0;0
bouncefill;1.02;48.53;48.53;48.53;48.53;48.53;7;3;1;42.86;33.33;0.34;145.71;0;0;0;0.5;0.5;0.5;0.5;0.5
offroad bicycle rider - uphill mountain bmx rider;1.02;0;0;0;0;0;8;3;2;37.5;66.67;0.34;127.5;0;0;0;0;0;0;0;0
wwii td;1.02;0;73.76;316.41;902.65;902.65;8;2;1;25;50;0.51;127.5;0;0;0;0;0.75;3.23;9.21;9.21
Summer Fun;1.02;0;0;0;0;0;11;2;2;18.18;100;0.51;92.73;0;0;0;0;0;0;0;0
give it up! 2;1.02;100.29;100.29;100.29;100.29;100.29;14;1;1;7.14;100;1.02;72.86;0;0;0;1.02;1.02;1.02;1.02;1.02
curse of the pharaoh;1.02;0;0;0;0;0;18;2;1;11.11;50;0.51;56.67;100;100;0;0;0;0;0;0
LandConquer;1.02;32.35;468.06;468.06;468.06;468.06;31;11;3;35.48;27.27;0.09;32.9;0;0;0;0.33;4.77;4.77;4.77;4.77
loveicerink_iOS;1.02;0;0;0;0;0;36;1;1;2.78;100;1.02;28.33;0;0;0;0;0;0;0;0
HS Story.i;1.02;16.18;16.18;16.18;16.18;16.18;37;2;2;5.41;100;0.51;27.57;0;0;100;0.17;0.17;0.17;0.17;0.17
cheatingtom4;1.02;0;0;0;0;0;38;8;1;21.05;12.5;0.13;26.84;100;0;0;0;0;0;0;0
Car Racing Free Game;1.02;0;0;0;0;0;49;5;2;10.2;40;0.2;20.82;0;0;0;0;0;0;0;0
cooking rush restaurant;1.02;0;0;0;0;0;74;15;2;20.27;13.33;0.07;13.78;0;0;0;0;0;0;0;0
Prize Claw - iOS (GC);1.02;0;37.53;37.53;37.53;37.53;92;6;1;6.52;16.67;0.17;11.09;0;0;0;0;0.38;0.38;0.38;0.38
merge fish!;1.02;71.18;71.18;71.18;71.18;71.18;96;5;2;5.21;40;0.2;10.63;0;0;0;0.73;0.73;0.73;0.73;0.73
Motor World: Car Factory;1.02;452.94;452.94;452.94;452.94;452.94;121;10;1;8.26;10;0.1;8.43;0;100;0;4.62;4.62;4.62;4.62;4.62
my gym;1.02;0;0;0;873.53;873.53;124;1;1;0.81;100;1.02;8.23;0;0;0;0;0;0;8.91;8.91
Good Knight Story;1.02;12.94;138.47;553.29;557.17;557.17;137;12;3;8.76;25;0.09;7.45;0;0;0;0.13;1.41;5.64;5.68;5.68
Checkers 10x10!;1.02;0;0;0;0;0;155;7;2;4.52;28.57;0.15;6.58;0;0;0;0;0;0;0;0
really bad chess;1.02;97.06;97.06;97.06;97.06;97.06;201;12;3;5.97;25;0.09;5.07;0;100;0;0.99;0.99;0.99;0.99;0.99
Munchkin Match;1.02;0;0;0;0;0;457;12;3;2.63;25;0.09;2.23;0;0;0;0;0;0;0;0
™€™‹™ƒø© ™Å™_ ø_ø±øÂø_ øµ™_ø±;1.02;0;0;0;0;0;484;49;3;10.12;6.12;0.02;2.11;0;0;0;0;0;0;0;0
PocketVideo iOS;1.02;0;0;0;0;0;586;83;2;14.16;2.41;0.01;1.74;100;0;0;0;0;0;0;0
dance clash;1.02;0;0;0;0;0;774;168;4;21.71;2.38;0.01;1.32;100;0;0;0;0;0;0;0
Woody Puzzle - Wood Block Jigsaw 10x10 Board Game;1.02;0;0;0;0;0;976;7;2;0.72;28.57;0.15;1.05;0;0;0;0;0;0;0;0
ghost town;1.02;0;0;0;0;0;1654;3;1;0.18;33.33;0.34;0.62;100;0;0;0;0;0;0;0
wordon;1.02;80.88;80.88;80.88;113.24;229.71;4789;1016;2;21.22;0.2;0;0.21;0;100;0;0.83;0.83;0.83;1.16;2.34
com.quantumapps.policearrowarchfwszfree;1.01;0;0;0;0;0;8;6;2;75;33.33;0.17;126.25;0;0;0;0;0;0;0;0
choppa;1.01;16.34;16.34;16.34;16.34;16.34;44;23;3;52.27;13.04;0.04;22.95;0;0;0;0.17;0.17;0.17;0.17;0.17
Train Sim Lite;1.01;0;0;0;0;0;103;2;2;1.94;100;0.51;9.81;0;0;0;0;0;0;0;0
goosebumps {38327};1.01;0;0;0;0;0;105;5;3;4.76;60;0.2;9.62;100;0;0;0;0;0;0;0
agent dash;1.01;0;16.34;16.34;16.34;16.34;195;25;4;12.82;16;0.04;5.18;0;0;0;0;0.17;0.17;0.17;0.17
girls squad;1.01;0;0;0;0;0;272;82;3;30.15;3.66;0.01;3.71;0;0;0;0;0;0;0;0
free music;1.01;0;0;0;0;0;1744;15;3;0.86;20;0.07;0.58;0;0;0;0;0;0;0;0
375_d2452_Ü‰‡Ü€ÅÜ€«Ü‰‚Ü€å iOSÎ†´çîé;1;0;0;0;0;0;1;1;1;100;100;1;1000;0;0;0;0;0;0;0;0
beelzebub;1;92.4;92.4;92.4;92.4;92.4;1;1;1;100;100;1;1000;0;0;0;0.92;0.92;0.92;0.92;0.92
atv traffic rider;1;0;0;0;0;0;1;1;1;100;100;1;1000;0;0;0;0;0;0;0;0
Dashy the Cat;1;0;0;0;0;0;1;1;1;100;100;1;1000;0;0;0;0;0;0;0;0
com.whitakr.remedyrush;1;0;0;0;0;0;1;1;1;100;100;1;1000;0;0;0;0;0;0;0;0
canyoncrash;1;0;0;0;0;0;1;1;1;100;100;1;1000;0;0;0;0;0;0;0;0
Burger Billionaire;1;0;0;0;0;0;1;1;1;100;100;1;1000;0;0;0;0;0;0;0;0
Motocross Master;1;0;0;0;0;0;1;1;1;100;100;1;1000;0;0;0;0;0;0;0;0
Fast Food Rampage iOS;1;0;0;0;0;0;1;1;1;100;100;1;1000;0;0;0;0;0;0;0;0
Bike Race of Mega Zombie Temple Dead Chase Uber Jump Rider Racing over Flappy Ghost;1;0;0;0;0;0;1;1;1;100;100;1;1000;0;0;0;0;0;0;0;0
elevator joe;1;0;0;0;0;0;1;1;1;100;100;1;1000;100;0;0;0;0;0;0;0
v.i.p pool;1;0;0;0;0;0;1;1;1;100;100;1;1000;0;0;0;0;0;0;0;0
super hang gliding 3d;1;0;0;0;0;0;1;1;1;100;100;1;1000;0;0;0;0;0;0;0;0
? ??? ? ????;1;0;0;0;0;0;1;1;1;100;100;1;1000;0;0;0;0;0;0;0;0
gaps;1;0;0;0;0;0;1;1;1;100;100;1;1000;0;0;0;0;0;0;0;0
trap and catch chicken;1;0;0;0;0;0;1;1;1;100;100;1;1000;0;100;0;0;0;0;0;0
game maker tycoon: developer studio;1;0;0;0;0;0;1;1;1;100;100;1;1000;0;0;0;0;0;0;0;0
3d block ninja running;1;0;0;0;0;0;1;1;1;100;100;1;1000;0;0;0;0;0;0;0;0
western cowboy duel: gun action shooting;1;0;0;0;0;0;1;1;1;100;100;1;1000;0;0;0;0;0;0;0;0
texas farm;1;0;0;0;0;0;1;1;1;100;100;1;1000;0;0;0;0;0;0;0;0
run highway;1;270.6;270.6;270.6;270.6;270.6;1;1;1;100;100;1;1000;100;0;0;2.71;2.71;2.71;2.71;2.71
extreme faily brakes;1;0;0;0;0;0;1;1;1;100;100;1;1000;0;0;0;0;0;0;0;0
justice superhero war;1;0;0;0;0;0;1;1;1;100;100;1;1000;0;0;0;0;0;0;0;0
casechase cs:go;1;0;0;0;0;0;1;1;1;100;100;1;1000;0;0;0;0;0;0;0;0
Scream Fight;1;0;0;0;0;0;1;1;1;100;100;1;1000;0;0;0;0;0;0;0;0
Car Builder;1;0;0;0;0;0;1;1;1;100;100;1;1000;0;0;0;0;0;0;0;0
flip that;1;435.67;435.67;435.67;435.67;435.67;1;1;1;100;100;1;1000;0;0;0;4.36;4.36;4.36;4.36;4.36
Boat Battle;1;0;0;0;0;0;1;1;1;100;100;1;1000;0;0;0;0;0;0;0;0
Truck Park;1;0;0;0;0;0;1;1;1;100;100;1;1000;0;0;0;0;0;0;0;0
king rabbit;1;0;0;0;0;0;2;1;1;50;100;1;500;0;0;0;0;0;0;0;0
harbor tycoon clicker;1;0;0;0;0;0;2;1;1;50;100;1;500;0;0;0;0;0;0;0;0
gameit;1;0;0;0;0;0;2;2;1;100;50;0.5;500;0;0;0;0;0;0;0;0
Doodle God;1;0;0;0;0;0;2;1;1;50;100;1;500;0;0;0;0;0;0;0;0
Bus Driver;1;0;0;0;0;89.1;2;1;1;50;100;1;500;0;0;0;0;0;0;0;0.89
A 3D Road Rage Destruction Race;1;857.74;857.74;857.74;857.74;857.74;2;1;1;50;100;1;500;0;0;0;8.58;8.58;8.58;8.58;8.58
Chicken Toss;1;0;0;0;0;0;2;1;1;50;100;1;500;0;0;0;0;0;0;0;0
Monster Truck Jam;1;0;0;0;0;0;2;1;1;50;100;1;500;0;0;0;0;0;0;0;0
poker;1;0;0;0;0;0;2;1;1;50;100;1;500;0;0;0;0;0;0;0;0
spinner online;1;0;0;0;0;0;2;1;1;50;100;1;500;0;0;0;0;0;0;0;0
commute: heavy traffic;1;280;280;280;280;280;2;1;1;50;100;1;500;0;0;0;2.8;2.8;2.8;2.8;2.8
Dark Flag Sail War : The Pirate Ship Death Sea Mission - Free;1;0;0;0;0;0;2;1;1;50;100;1;500;0;0;0;0;0;0;0;0
find;1;0;0;0;0;0;2;0;1;0;0;0;500;0;0;0;0;0;0;0;0
Kiziland;1;0;0;0;0;0;2;1;1;50;100;1;500;100;0;0;0;0;0;0;0
offroad truck driving: mountain climb uphill rush;1;341.71;341.71;341.71;341.71;341.71;2;2;1;100;50;0.5;500;0;0;0;3.42;3.42;3.42;3.42;3.42
heroes vs injustice;1;0;0;0;0;0;2;1;1;50;100;1;500;0;0;0;0;0;0;0;0
road builder city construction heavy;1;0;0;0;0;0;2;2;1;100;50;0.5;500;0;0;100;0;0;0;0;0
the contender;1;0;0;0;0;0;2;2;1;100;50;0.5;500;0;0;0;0;0;0;0;0
fish water;1;0;0;0;0;0;2;1;1;50;100;1;500;0;0;0;0;0;0;0;0
ZombieBrainBuster;1;0;0;0;0;0;2;1;1;50;100;1;500;0;0;0;0;0;0;0;0
furious speed;1;0;0;0;0;0;2;2;1;100;50;0.5;500;0;0;0;0;0;0;0;0
blocky farm dog;1;0;0;0;0;0;2;2;1;100;50;0.5;500;0;0;0;0;0;0;0;0
????? ????????;1;0;0;0;0;0;2;2;1;100;50;0.5;500;0;0;0;0;0;0;0;0
wbf 2k17;1;0;0;0;0;0;2;1;1;50;100;1;500;0;0;0;0;0;0;0;0
helicopter rescue simulator 3d;1;0;0;0;0;0;2;1;1;50;100;1;500;0;0;0;0;0;0;0;0
sword vs sword;1;0;0;0;0;0;2;1;1;50;100;1;500;0;0;0;0;0;0;0;0
mcpeskins.halloweenvampire.phantomwerewolfzombie;1;0;0;0;0;0;2;2;1;100;50;0.5;500;0;0;0;0;0;0;0;0
Moto Rider In Traffic;1;0;0;0;0;0;3;1;1;33.33;100;1;333.33;0;0;0;0;0;0;0;0
battlebox;1;0;0;0;0;0;3;1;1;33.33;100;1;333.33;0;0;0;0;0;0;0;0
EVO World;1;0;0;0;0;0;3;2;1;66.67;50;0.5;333.33;0;0;0;0;0;0;0;0
pop bear bubble shooter - popping color balls;1;0;0;0;0;0;3;1;1;33.33;100;1;333.33;0;0;0;0;0;0;0;0
dark lands;1;0;0;0;0;0;3;1;1;33.33;100;1;333.33;0;0;0;0;0;0;0;0
jellies!;1;0;0;0;0;0;3;1;1;33.33;100;1;333.33;0;0;0;0;0;0;0;0
epic band clicker;1;0;0;0;0;0;3;1;1;33.33;100;1;333.33;0;0;0;0;0;0;0;0
Turbo Crash Test Simulator 3D;1;0;0;0;0;0;3;1;1;33.33;100;1;333.33;0;0;0;0;0;0;0;0
Air Penguin 2_iOS;1;0;54.19;54.19;54.19;54.19;3;3;1;100;33.33;0.33;333.33;0;0;0;0;0.54;0.54;0.54;0.54
guns.io;1;0;0;0;0;0;3;1;1;33.33;100;1;333.33;0;0;0;0;0;0;0;0
bravo 3d;1;0;0;0;0;0;3;1;1;33.33;100;1;333.33;0;0;0;0;0;0;0;0
Cube Motorcycle City Roads Free;1;0;0;0;0;0;3;2;1;66.67;50;0.5;333.33;0;0;0;0;0;0;0;0
4x4 off-road truck driver premium;1;1048;1048;1048;1048;1048;3;1;1;33.33;100;1;333.33;0;0;0;10.48;10.48;10.48;10.48;10.48
flick10;1;0;0;0;0;0;3;2;1;66.67;50;0.5;333.33;0;0;0;0;0;0;0;0
wild west craft;1;0;0;0;0;0;3;1;1;33.33;100;1;333.33;0;0;0;0;0;0;0;0
X Not Available;1;349;349;349;349;349;3;2;1;66.67;50;0.5;333.33;0;0;0;3.49;3.49;3.49;3.49;3.49
virtual dad : ultimate family man;1;0;0;0;0;0;3;1;1;33.33;100;1;333.33;0;0;100;0;0;0;0;0
bmx-wheelie king;1;0;0;0;0;0;3;1;1;33.33;100;1;333.33;0;0;0;0;0;0;0;0
the contender;1;0;0;0;0;0;3;1;1;33.33;100;1;333.33;0;0;0;0;0;0;0;0
wild alligator attack: hunting killer crocodile;1;0;0;0;0;0;3;1;1;33.33;100;1;333.33;0;0;0;0;0;0;0;0
cube survival;1;61.6;61.6;61.6;61.6;61.6;3;1;1;33.33;100;1;333.33;0;0;0;0.62;0.62;0.62;0.62;0.62
Red Car Stick Free;1;79.2;79.2;79.2;79.2;79.2;3;1;1;33.33;100;1;333.33;0;0;0;0.79;0.79;0.79;0.79;0.79
ArcadeGoldMining;1;0;0;0;0;0;3;1;1;33.33;100;1;333.33;0;0;0;0;0;0;0;0
free flying jet truck simulator: transformer car;1;0;0;0;0;0;3;2;1;66.67;50;0.5;333.33;0;0;0;0;0;0;0;0
naval warfare battle strike zone - american navy submarine war-ship free;1;0;0;0;0;0;3;1;1;33.33;100;1;333.33;0;0;0;0;0;0;0;0
cash & money: bank atm simulator;1;0;0;0;0;0;3;3;1;100;33.33;0.33;333.33;0;0;0;0;0;0;0;0
supermarket fashion girl;1;0;0;0;0;0;3;1;1;33.33;100;1;333.33;0;0;0;0;0;0;0;0
3d mega bike;1;0;0;0;0;0;3;1;1;33.33;100;1;333.33;0;0;0;0;0;0;0;0
penthouse;1;0;0;0;0;0;3;1;1;33.33;100;1;333.33;0;0;0;0;0;0;0;0
owen;1;0;0;0;0;0;3;3;1;100;33.33;0.33;333.33;0;0;0;0;0;0;0;0
Raft Wars;1;0;0;0;92.4;92.4;3;1;1;33.33;100;1;333.33;100;0;0;0;0;0;0.92;0.92
a grand tough guy in miami;1;0;0;0;0;0;4;1;1;25;100;1;250;0;0;0;0;0;0;0;0
Corpse Cam;1;0;0;0;0;0;4;1;1;25;100;1;250;0;0;0;0;0;0;0;0
zero car;1;0;0;0;0;0;4;1;1;25;100;1;250;0;0;0;0;0;0;0;0
Armor Riders;1;0;0;0;0;0;4;1;1;25;100;1;250;0;0;0;0;0;0;0;0
gummy blast;1;781.2;781.2;940.8;940.8;940.8;4;1;1;25;100;1;250;0;0;0;7.81;7.81;9.41;9.41;9.41
3d racing;1;0;0;0;0;0;4;1;1;25;100;1;250;0;0;0;0;0;0;0;0
slither;1;0;0;0;0;0;4;1;1;25;100;1;250;0;0;0;0;0;0;0;0
quiz panic;1;264;264;264;264;264;4;1;1;25;100;1;250;100;100;0;2.64;2.64;2.64;2.64;2.64
Pixel Volley;1;0;0;0;0;0;4;1;1;25;100;1;250;0;0;0;0;0;0;0;0
flick soccer;1;0;0;0;0;0;4;1;1;25;100;1;250;0;0;0;0;0;0;0;0
reactor;1;0;0;0;0;0;4;1;1;25;100;1;250;0;0;0;0;0;0;0;0
box turtle simulator;1;0;0;0;0;0;4;1;1;25;100;1;250;0;0;0;0;0;0;0;0
shark.io;1;0;0;0;0;0;4;3;1;75;33.33;0.33;250;0;0;0;0;0;0;0;0
Jumpy Happy Skateboard;1;0;0;0;0;0;4;1;1;25;100;1;250;0;0;0;0;0;0;0;0
real racing car on smashy road;1;0;0;0;0;0;4;1;1;25;100;1;250;0;0;0;0;0;0;0;0
Splashy Sharky - Swim deep & donäó»t touch the mines;1;0;0;0;0;0;4;3;1;75;33.33;0.33;250;0;0;0;0;0;0;0;0
scary nights salon;1;0;0;0;0;0;4;1;1;25;100;1;250;0;0;0;0;0;0;0;0
magic quiz;1;0;0;0;0;0;4;1;1;25;100;1;250;0;0;0;0;0;0;0;0
Crazy Koala - Feed Baby Koala Bamboo Cube;1;0;0;0;0;0;4;1;1;25;100;1;250;0;0;0;0;0;0;0;0
build craft;1;0;0;0;0;0;4;2;1;50;50;0.5;250;0;0;0;0;0;0;0;0
black friday 2016 shopping run;1;0;0;0;0;0;4;2;1;50;50;0.5;250;0;0;0;0;0;0;0;0
STEALTH BOMBER BLOW UP ATTACK;1;0;0;0;0;0;4;1;1;25;100;1;250;0;0;0;0;0;0;0;0
Angry Dude Simulator;1;0;0;0;175.59;175.59;4;4;1;100;25;0.25;250;0;0;0;0;0;0;1.76;1.76
Basketball Battle - Arcade Hoops Game (Full Court);1;0;0;0;0;0;4;1;1;25;100;1;250;0;0;0;0;0;0;0;0
Logic Pic +;1;0;0;0;0;0;5;1;1;20;100;1;200;0;0;0;0;0;0;0;0
Guess the Pokemon;1;0;0;0;0;0;5;1;1;20;100;1;200;0;0;0;0;0;0;0;0
War Tycoon;1;0;0;0;0;0;5;2;1;40;50;0.5;200;0;0;0;0;0;0;0;0
Beat Fever - iOS;1;140;263.2;263.2;263.2;263.2;5;1;1;20;100;1;200;0;0;0;1.4;2.63;2.63;2.63;2.63
deer sniper hunter;1;0;72.8;72.8;72.8;72.8;5;2;1;40;50;0.5;200;0;0;0;0;0.73;0.73;0.73;0.73
dolphy dash;1;0;0;0;0;0;5;2;1;40;50;0.5;200;0;0;0;0;0;0;0;0
ant farm;1;0;0;0;0;0;5;2;1;40;50;0.5;200;0;0;0;0;0;0;0;0
food;1;0;0;0;0;0;5;1;1;20;100;1;200;0;0;0;0;0;0;0;0
mini boat driving games free;1;0;0;0;0;0;5;1;1;20;100;1;200;0;0;100;0;0;0;0;0
shakes;1;0;0;0;0;0;5;2;1;40;50;0.5;200;0;0;0;0;0;0;0;0
rope'n'fly;1;0;0;0;0;0;5;1;1;20;100;1;200;0;0;0;0;0;0;0;0
botheads;1;0;0;0;0;0;5;2;1;40;50;0.5;200;0;0;0;0;0;0;0;0
hexy!;1;0;0;0;0;0;5;2;1;40;50;0.5;200;0;0;0;0;0;0;0;0
sweet cupcake queen - shopkins version;1;0;0;0;0;0;5;1;1;20;100;1;200;0;0;0;0;0;0;0;0
X Not Available;1;0;0;0;0;0;5;1;1;20;100;1;200;0;0;0;0;0;0;0;0
superhero flash fighter;1;0;0;0;0;0;5;1;1;20;100;1;200;0;0;0;0;0;0;0;0
CatCollect;1;0;0;0;0;0;6;1;1;16.67;100;1;166.67;0;0;0;0;0;0;0;0
Word Cheats;1;231.4;231.4;231.4;282.88;282.88;6;2;1;33.33;50;0.5;166.67;0;0;0;2.31;2.31;2.31;2.83;2.83
Will Not Pass;1;0;0;0;0;0;6;1;1;16.67;100;1;166.67;0;0;0;0;0;0;0;0
8 bit waterslide;1;0;0;0;0;0;6;1;1;16.67;100;1;166.67;0;0;0;0;0;0;0;0
make a city;1;0;99;99;99;99;6;1;1;16.67;100;1;166.67;0;0;100;0;0.99;0.99;0.99;0.99
Crazy Wheel - Match Arrow With The Correct Colour;1;0;0;0;0;0;6;1;1;16.67;100;1;166.67;0;0;0;0;0;0;0;0
syndicate 2;1;0;0;0;0;0;6;1;1;16.67;100;1;166.67;0;0;0;0;0;0;0;0
elven journey;1;0;0;0;0;0;6;1;1;16.67;100;1;166.67;0;0;0;0;0;0;0;0
tiny miners {36124};1;0;0;0;349;349;6;1;1;16.67;100;1;166.67;0;0;0;0;0;0;3.49;3.49
police dog criminal chase;1;0;0;0;0;0;6;1;1;16.67;100;1;166.67;0;0;0;0;0;0;0;0
Ninja Heroes Rivals Run;1;0;0;0;0;0;6;1;1;16.67;100;1;166.67;0;0;0;0;0;0;0;0
???;1;0;0;0;0;0;6;1;1;16.67;100;1;166.67;0;0;0;0;0;0;0;0
Car Driving in Crazy Town - iOS - Rewarded Ads - IronSource;1;0;0;59.4;59.4;59.4;6;1;1;16.67;100;1;166.67;0;0;0;0;0;0.59;0.59;0.59
karate do fighting tiger 3d;1;0;0;0;0;0;6;1;1;16.67;100;1;166.67;0;0;0;0;0;0;0;0
real drugstore;1;0;0;0;0;0;6;1;1;16.67;100;1;166.67;0;0;0;0;0;0;0;0
fispio;1;0;0;0;0;0;6;2;1;33.33;50;0.5;166.67;0;0;0;0;0;0;0;0
wiener dog;1;0;0;0;0;0;6;5;1;83.33;20;0.2;166.67;0;0;0;0;0;0;0;0
basketball;1;0;0;0;0;0;6;3;1;50;33.33;0.33;166.67;0;0;100;0;0;0;0;0
squares;1;0;0;0;0;0;6;1;1;16.67;100;1;166.67;0;0;0;0;0;0;0;0
Impossible Water Bottle Flip 2 (BM);1;0;0;0;0;0;6;1;1;16.67;100;1;166.67;0;0;0;0;0;0;0;0
Extreme Car Driving Simulator: New York;1;0;0;0;0;0;6;2;1;33.33;50;0.5;166.67;0;0;0;0;0;0;0;0
zombie city dead shooter - combat shooting games;1;0;0;0;132;132;6;2;1;33.33;50;0.5;166.67;0;0;0;0;0;0;1.32;1.32
T-Rex Steve Widget Web Game - The offline Dinosaur in internet Browse;1;0;0;0;0;0;6;1;1;16.67;100;1;166.67;0;0;0;0;0;0;0;0
Snow Race 2;1;0;0;0;0;0;6;1;1;16.67;100;1;166.67;0;0;0;0;0;0;0;0
jason horror house survival: friday escape mission;1;0;0;0;0;0;7;2;1;28.57;50;0.5;142.86;0;0;0;0;0;0;0;0
to:war;1;0;0;0;0;0;7;1;1;14.29;100;1;142.86;0;0;0;0;0;0;0;0
Rival Stars College Football iOS;1;0;98;98;98;98;7;1;1;14.29;100;1;142.86;0;0;0;0;0.98;0.98;0.98;0.98
jurassic hopper;1;0;0;0;0;0;7;3;1;42.86;33.33;0.33;142.86;0;0;0;0;0;0;0;0
multicraft ? free miner!;1;0;0;0;0;0;7;1;1;14.29;100;1;142.86;0;0;0;0;0;0;0;0
Chilly Snow;1;0;0;0;0;0;7;2;1;28.57;50;0.5;142.86;0;0;0;0;0;0;0;0
Coin Master;1;0;0;0;0;0;7;1;1;14.29;100;1;142.86;0;0;0;0;0;0;0;0
Sling Kong;1;0;0;0;0;0;7;1;1;14.29;100;1;142.86;0;0;0;0;0;0;0;0
game of flying dragon;1;0;0;0;72.6;72.6;7;1;1;14.29;100;1;142.86;0;0;0;0;0;0;0.73;0.73
sweet rainbow surprise egg opening;1;0;0;0;0;0;7;4;1;57.14;25;0.25;142.86;0;0;0;0;0;0;0;0
Zig Rush - IOS;1;0;0;0;0;0;7;1;1;14.29;100;1;142.86;0;0;0;0;0;0;0;0
the egg game;1;0;0;0;0;0;7;3;1;42.86;33.33;0.33;142.86;0;0;0;0;0;0;0;0
Block + Coloring Puzzle;1;0;0;0;0;0;8;2;1;25;50;0.5;125;0;0;0;0;0;0;0;0
one more jump;1;0;0;0;0;0;8;1;1;12.5;100;1;125;0;0;0;0;0;0;0;0
string rush;1;0;0;0;0;0;8;1;1;12.5;100;1;125;0;0;0;0;0;0;0;0
bee brilliant blast;1;0;0;0;0;0;8;1;1;12.5;100;1;125;0;0;0;0;0;0;0;0
com.twinwizards.logicpuzzles;1;0;0;0;0;0;8;2;1;25;50;0.5;125;0;0;0;0;0;0;0;0
Stickman Skate Battle;1;0;0;0;0;0;8;1;1;12.5;100;1;125;0;0;0;0;0;0;0;0
MAYDAY!;1;0;0;0;0;0;8;1;1;12.5;100;1;125;0;0;0;0;0;0;0;0
Toilet Treasures;1;0;0;0;0;0;8;2;1;25;50;0.5;125;0;0;0;0;0;0;0;0
Stickman 1-on-1 Dodgeball;1;0;0;0;0;0;8;2;1;25;50;0.5;125;0;0;0;0;0;0;0;0
pianista;1;0;0;0;0;0;8;1;1;12.5;100;1;125;0;0;0;0;0;0;0;0
AnimalNinjaP;1;0;0;0;0;0;8;1;1;12.5;100;1;125;0;100;0;0;0;0;0;0
Corpse Cam;1;0;0;0;0;0;8;1;1;12.5;100;1;125;0;0;0;0;0;0;0;0
slap.io;1;0;0;0;0;0;8;3;1;37.5;33.33;0.33;125;0;0;0;0;0;0;0;0
Ninja Dash Up!;1;0;0;0;0;0;8;2;1;25;50;0.5;125;0;0;0;0;0;0;0;0
Air Hockey - Ice to Glow Age;1;0;0;0;0;0;8;2;1;25;50;0.5;125;0;0;0;0;0;0;0;0
Sea World;1;0;0;0;0;0;8;2;1;25;50;0.5;125;0;0;0;0;0;0;0;0
the penguin runner;1;0;0;0;0;0;8;1;1;12.5;100;1;125;0;0;0;0;0;0;0;0
sugar craft;1;0;0;0;0;0;8;4;1;50;25;0.25;125;0;0;0;0;0;0;0;0
craft vehicle: car mechanic simulator;1;0;0;0;0;0;9;3;1;33.33;33.33;0.33;111.11;0;0;0;0;0;0;0;0
Mine Cars Free;1;0;0;0;0;0;9;3;1;33.33;33.33;0.33;111.11;0;0;0;0;0;0;0;0
panther family sim;1;0;0;0;0;0;9;1;1;11.11;100;1;111.11;0;100;0;0;0;0;0;0
better fonts;1;0;0;0;0;0;9;1;1;11.11;100;1;111.11;0;0;0;0;0;0;0;0
Corny!;1;0;0;0;0;0;9;3;1;33.33;33.33;0.33;111.11;0;0;0;0;0;0;0;0
LandConquer;1;0;0;0;0;0;9;2;1;22.22;50;0.5;111.11;0;0;0;0;0;0;0;0
Crazy Tracks Free;1;0;0;0;0;0;9;1;1;11.11;100;1;111.11;0;0;0;0;0;0;0;0
rovercraft;1;462;462;462;462;462;9;2;1;22.22;50;0.5;111.11;0;0;100;4.62;4.62;4.62;4.62;4.62
mini dayz;1;0;0;0;0;0;9;1;1;11.11;100;1;111.11;0;0;0;0;0;0;0;0
workemon;1;0;0;0;0;0;9;2;1;22.22;50;0.5;111.11;0;0;0;0;0;0;0;0
Playroom Racer 2;1;0;0;0;0;0;9;6;1;66.67;16.67;0.17;111.11;0;0;0;0;0;0;0;0
Cat Bird!;1;0;0;0;0;0;9;1;1;11.11;100;1;111.11;0;0;0;0;0;0;0;0
smash car 3d;1;0;0;0;0;0;9;3;1;33.33;33.33;0.33;111.11;0;0;100;0;0;0;0;0
Fingerprint Check;1;0;0;0;0;0;9;1;1;11.11;100;1;111.11;0;0;0;0;0;0;0;0
Snakeio;1;0;165;199.32;199.32;199.32;9;1;1;11.11;100;1;111.11;0;0;0;0;1.65;1.99;1.99;1.99
?hristmas night: cube pizzeria;1;0;0;0;0;0;9;7;1;77.78;14.29;0.14;111.11;0;0;0;0;0;0;0;0
